央视频道,#genre#
黑龙江卫视,http://120.84.121.201:808/hls/139/index.m3u8
黑龙江卫视,http://58.254.14.59:808/hls/24/index.m3u8
黑龙江卫视,http://183.1.249.62:8081/hls/50/index.m3u8
黑龙江卫视,http://120.84.121.25:808/hls/139/index.m3u8
黑龙江卫视,http://120.84.121.11:808/hls/139/index.m3u8
黑龙江卫视,http://183.1.248.217:8081/hls/50/index.m3u8
其他频道,#genre#
CETV1,http://113.109.117.242:8081/hls/67/index.m3u8
TVB1本港台,http://120.84.121.11:808/hls/86/index.m3u8
TVB1本港台,http://120.84.121.126:808/hls/86/index.m3u8
TVB1本港台,http://120.84.121.201:808/hls/86/index.m3u8
TVB1本港台,http://120.84.121.54:808/hls/86/index.m3u8
TVB1本港台,http://120.84.121.106:808/hls/86/index.m3u8
TVB1本港台,http://120.84.121.25:808/hls/86/index.m3u8
汕尾1,http://58.254.14.59:808/hls/504/index.m3u8
TVB2翡翠,http://120.84.121.54:808/hls/25/index.m3u8
TVB2翡翠,http://120.84.121.25:808/hls/25/index.m3u8
TVB2翡翠,http://120.84.121.11:808/hls/25/index.m3u8
汕尾2,http://58.254.14.59:808/hls/131/index.m3u8
TVB3明珠,http://120.84.121.54:808/hls/26/index.m3u8
TVB3明珠,http://120.84.121.106:808/hls/26/index.m3u8
TVB3明珠,http://120.84.121.25:808/hls/26/index.m3u8
TVB3明珠,http://120.84.121.201:808/hls/26/index.m3u8
TVB3明珠,http://120.84.121.11:808/hls/26/index.m3u8
IPTV5+体育,http://14.155.226.95:8888/hls/28/index.m3u8
IPTV8+,http://58.254.14.59:808/hls/111/index.m3u8
DOX电影,http://113.64.145.186:8081/hls/62/index.m3u8
DOX电影,http://113.64.145.228:8081/hls/62/index.m3u8
DOX电影,http://183.1.249.104:8081/hls/62/index.m3u8
DOX电影,http://183.1.250.176:8081/hls/62/index.m3u8
DOX电影,http://183.1.248.201:8081/hls/62/index.m3u8
DOX电影,http://113.64.145.173:8081/hls/62/index.m3u8
DOX电影,http://113.64.145.200:8081/hls/62/index.m3u8
DOX电影,http://183.1.248.217:8081/hls/62/index.m3u8
MTV,http://113.109.117.242:8081/hls/73/index.m3u8
MV音乐,http://113.64.145.173:8081/hls/88/index.m3u8
MV音乐,http://113.64.145.141:8081/hls/88/index.m3u8
MV音乐,http://113.64.145.129:8081/hls/88/index.m3u8
MV音乐,http://113.64.145.200:8081/hls/88/index.m3u8
MV音乐,http://183.1.248.201:8081/hls/88/index.m3u8
MV音乐,http://113.64.145.154:8081/hls/88/index.m3u8
MV音乐,http://183.1.250.176:8081/hls/88/index.m3u8
MV音乐,http://113.64.145.186:8081/hls/88/index.m3u8
东森洋片台,http://120.84.121.126:808/hls/33/index.m3u8
东森洋片台,http://120.84.121.11:808/hls/33/index.m3u8
东森洋片台,http://120.84.121.206:808/hls/33/index.m3u8
东森洋片台,http://120.84.121.201:808/hls/33/index.m3u8
东森洋片台,http://120.84.121.106:808/hls/33/index.m3u8
东森洋片台,http://120.84.121.25:808/hls/33/index.m3u8
东森洋片台,http://120.84.121.54:808/hls/33/index.m3u8
东森电影台,http://120.84.121.54:808/hls/32/index.m3u8
东森电影台,http://120.84.121.106:808/hls/32/index.m3u8
东森电影台,http://120.84.121.206:808/hls/32/index.m3u8
东森电影台,http://120.84.121.201:808/hls/32/index.m3u8
东森电影台,http://120.84.121.25:808/hls/32/index.m3u8
东森电影台,http://120.84.121.126:808/hls/32/index.m3u8
中国气象,http://113.64.145.84:8081/hls/33/index.m3u8
中国气象,http://183.1.248.201:8081/hls/33/index.m3u8
中国气象,http://113.64.145.200:8081/hls/33/index.m3u8
中国气象,http://183.1.248.217:8081/hls/33/index.m3u8
中国气象,http://113.64.145.94:8081/hls/33/index.m3u8
优漫卡通,http://113.64.145.141:8081/hls/128/index.m3u8
优漫卡通,http://183.1.248.217:8081/hls/128/index.m3u8
优漫卡通,http://183.1.248.201:8081/hls/128/index.m3u8
优漫卡通,http://183.1.249.104:8081/hls/128/index.m3u8
优漫卡通,http://113.64.145.173:8081/hls/128/index.m3u8
优漫卡通,http://113.64.145.94:8081/hls/128/index.m3u8
优漫卡通,http://183.1.249.62:8081/hls/128/index.m3u8
优漫卡通,http://113.64.145.186:8081/hls/128/index.m3u8
全纪实,http://113.109.117.242:8081/hls/69/index.m3u8
凤凰中文,http://120.84.121.206:808/hls/29/index.m3u8
凤凰中文,http://120.84.121.201:808/hls/29/index.m3u8
